"casn" "cacont" "kl1" "kl2" "xh1" "xh2"
4.0627 0.2351 -1.649 -0.42225 1923.5 953.63
3.2874 0.49607 -1.5252 -0.75458 1864.4 892.1
14.012 0.23496 -1.5286 -0.15146 1897.9 982.61
3.8805 0.20682 -0.19283 -0.41543 2104.2 918.53
3.6129 0.20749 -1.2139 -0.54809 2005.2 965.46
9.8727 0.19972 -0.45144 -0.12923 2006.5 1059.5
1.413 0.2853 -3.1227 -0.37228 1569.6 872.13
3.2571 0.5134 -3.4806 -0.68132 1384.6 802.84
2.5775 0.53916 -4.3932 -0.85942 1451.5 798.9
4.4038 0.28372 -1.9493 -0.4955 1899.1 926.39
7.6164 0.23474 -1.0041 -0.61011 1602.3 1005.6
6.2623 0.49394 -3.323 -0.27135 1621.1 779.36
1.4862 0.12763 -1.4581 -0.20785 1892.1 893.66
2.7372 0.40733 -2.9505 -0.48303 1577.1 855.45
6.7871 0.35488 -3.1486 -0.16908 1629.8 831.42
1.5709 0.28693 -3.7831 -0.52525 1585.4 823.31
9.716 0.14461 0.54267 -0.31679 2146.6 1141.6
6.633 0.22451 -0.80287 -0.28413 2015.5 1011.5
4.3517 0.35481 -4.6129 -0.21772 1399.3 809.48
4.1287 0.28897 -2.5014 -0.1834 1776 811.63
7.3607 0.10413 0.50944 -0.11924 2113.1 1010.1
9.3109 0.16817 0.041453 -0.11863 2075.7 1107.3
5.5039 0.5763 -3.9879 -0.44321 1497.7 828.52
3.2126 0.17408 -0.57806 -0.28848 2029.2 938.32
5.7461 0.7611 -1.3321 -0.70305 1878.3 900.87
6.8624 0.10432 0.12607 -0.87393 2125.9 963.25
3.4799 0.39805 -0.94407 -0.47984 1970.3 859.17
4.2574 0.44643 -3.5332 0.083663 1513.1 860.12
2.5449 0.35081 -4.2523 -0.1253 1428 783.48
7.3342 0.23903 0.025232 -0.20456 2100.8 1070.7
11.014 0.18637 -0.1544 -0.33832 2047.5 974.51
3.1108 0.45936 -2.1812 -0.70588 1809.6 830.25
2.3301 0.18949 -0.1269 -0.63653 2128.9 1044.8
2.4367 0.26034 -1.044 -1.3604 1704.7 865.43
8.4138 0.1798 0.072583 -0.36708 2121.7 1073.2
16.673 0.28452 -3.0155 -0.077399 1634.4 915.92
5.6322 0.25753 -0.59993 -0.025915 2010.2 928.62
11.147 0.18422 -1.4149 -0.18758 1920.6 972.69
2.6226 0.26228 -1.9407 -0.1459 1862.6 933.41
3.2518 0.49886 -2.5024 -0.83454 1849.2 854.42
5.9277 0.24745 -1.0017 -0.25727 1985.6 996.23
4.2778 0.6248 -3.8492 -0.27835 1514.1 853.87
5.9652 0.39159 -4.0106 -0.0016471 1470 836.07
1.9478 0.25252 -4.5907 -0.029666 1384.7 819.65
8.6777 0.27067 -0.61554 -0.29895 2053.5 1024.9
8.4325 0.25447 -1.1253 -0.19806 1972.9 986.49
3.3826 0.25273 -2.9899 -0.34385 1666.1 880.65
7.7899 0.28467 -2.7927 -0.088376 1679.6 910.1
3.5901 0.1773 -0.54853 -0.45714 2051 905.11
6.651 0.17071 -0.25816 0.13355 1970.1 948.37
4.5468 0.27432 -1.1058 -0.037095 1937.1 911.87
3.2751 0.32668 -1.8038 -0.048091 1825 890.26
5.9074 0.44467 -2.0565 -0.15487 1578.6 902.48
5.747 0.13529 0.58054 -0.47492 2160.4 976.78
2.796 0.33217 -0.59293 -0.101 1890.6 907.49
9.6532 0.27615 -0.72765 -0.37608 2017.1 917.86
2.8872 0.2744 -1.9115 -0.27706 1715.1 842.55
1.5802 0.13466 0.73684 -0.12778 2245.3 1141.5
2.9444 0.32625 -3.3393 -0.72327 1669.2 787.35
1.5497 0.14293 -0.22498 -0.42417 2063.2 1031.7
3.6953 0.15382 -1.235 -0.24007 1938.8 995.03
2.7418 0.45391 -3.7164 -0.0047913 1560.3 846.12
6.0517 0.13303 -0.17215 0.09339 2032.5 968.11
3.8962 0.3132 -0.76332 -0.063345 1932.7 954.75
7.8228 0.26277 -2.2015 -0.27467 1794.6 852.62
1.2926 0.26673 -5.5462 -0.43815 1284.2 658.56
12.252 0.19583 0.31269 -0.34299 2099 1009.5
3.2465 0.34395 0.37426 -1.7119 2266.5 927.94
2.4351 0.12756 -0.44611 -0.5294 2110 1014.6
9.4554 0.1364 1.5402 -0.19497 2262.6 1049.3
4.7661 0.2634 0.058152 -0.1723 2057.8 1054.9
4.8127 0.41532 -2.9222 -0.22311 1640.2 822.57
12.189 0.32295 -2.2796 0.16528 1762.1 943.92
3.0571 0.16433 0.48748 -1.2507 1708.9 1052.1
3.6223 0.53515 -5.8308 -0.5531 1277.8 739.8
1.8554 0.096698 0.1527 -0.093689 2118.3 1092.6
0.80173 0.076974 -0.35872 -0.24119 2071 913.6
11.269 0.27825 -1.1631 0.10679 1919.2 1025.5
6.3569 0.27308 -0.95884 0.023263 1918.4 957.5
1.1767 0.19911 -2.8056 -1.8078 1676.2 856.89
8.4987 0.25687 -1.7652 -0.56249 1621.4 938.31
11.436 0.25935 -0.94019 -0.29755 1982.1 999.54
6.1071 0.2514 -2.8065 -0.086989 1688.1 834.11
7.3648 0.37659 -2.6362 -0.1328 1718.5 912.09
3.7392 0.1857 0.55126 1.211 2048.7 1201.3
4.7853 0.22917 -4.4703 0.11957 1426.4 848.89
10.365 0.18265 -1.4518 -0.22344 1908.2 982.35
2.5214 0.30905 -0.81081 -1.0913 1964.4 940.43
8.5759 0.11858 0.84508 -0.57925 2209.8 1155.8
5.7544 0.23364 -1.4729 -0.24131 1902.8 920.88
3.3372 0.30816 -2.107 0.042439 1791.8 932.77
14.24 0.19651 1.2776 1.4431 2110 1317.3
2.1655 0.2278 -3.5485 0.0044228 1542.4 874.66
2.3073 0.7615 -5.5564 -0.85338 1341.6 675.41
5.9644 0.2249 -0.95207 -0.57334 2027.4 983.78
9.6876 0.3087 -3.1258 0.21216 1592.6 934.17
6.4576 0.096169 0.99374 -0.37262 2222.2 1184.7
5.8371 0.22475 -0.57706 0.066378 1983.2 940.58
3.8454 0.49065 -0.72878 -0.64021 1987.9 861.89
14.046 0.20406 -0.74327 -0.02657 1975.8 1058.5
1.4823 0.15005 -0.50319 -0.10832 2069.5 1043.7
3.1452 0.42325 -2.1776 -0.24883 1731.3 814.88
6.7811 0.097072 -0.39333 -0.17604 2003.4 945.03
3.682 0.29509 -1.3701 -0.78229 1919.9 941.84
9.2272 0.11468 -0.74588 -0.20092 1998.3 1045.8
4.9799 0.12604 1.5409 -0.43329 2222.9 1088.1
8.3343 0.2079 -0.52542 0.13713 1990.2 1071.3
1.653 0.40399 -5.0997 -0.18334 1396.6 759.7
3.652 0.23828 0.25329 0.097612 2064.7 974.41
4.4047 0.49968 -1.7912 0.023275 1821.6 949.91
13.553 0.23401 -1.3591 -0.050435 1880.5 910.11
4.3439 0.18814 0.49368 -0.53269 2171.5 957.61
6.4591 0.25568 -0.37811 -1.474 1843 906.96
2.6813 0.42074 -2.3294 0.16115 1811.2 899.1
1.0848 0.12732 2.0635 -5.7826 1739.8 890.64
4.574 0.50532 -2.1035 -0.33734 1801.7 920.42
3.2467 0.60266 -4.0969 0.56444 1313.5 777.74
11.278 0.30148 -2.9226 -0.16724 1673.7 896.12
6.4491 0.26613 -1.1939 -0.713 2031.7 959.88
4.2959 0.32334 -0.64708 -0.38054 2002.1 991.72
8.2569 0.29363 -1.6437 -0.035573 1850.5 993.96
3.9984 0.23192 -0.66648 -0.3081 2021.5 915.19
2.8625 0.22322 -0.63855 -0.32314 2074 992.56
8.3196 0.20556 -3.2299 0.18318 1543.2 841.7
11.195 0.24813 -0.73263 -0.29261 2005.6 1028.3
3.7269 0.23697 0.18529 0.081525 2126.2 1086.1
6.4815 0.28292 -1.9772 -0.26638 1841.5 859.21
4.9763 0.22677 0.61035 -0.11305 2141.9 967.94
10.169 0.14864 -0.99604 -0.21976 1977.9 1031.2
6.5095 0.33859 -3.6344 0.0063728 1526 862.1
8.7 0.1559 -1.3394 -0.043798 1878.1 1033.1
3.2758 0.17489 -0.53969 0.036716 1999.3 1031.9
5.5938 0.16055 -0.0033034 -0.004808 2087.1 1078.4
2.9504 0.46285 -3.8038 0.62955 1460 882.51
2.6593 0.95866 -5.8943 0.26821 1225.2 727.05
6.1665 0.16067 -1.5904 -0.051529 1846.4 913.63
1.6651 0.22877 -1.3298 -0.67302 1910.8 854.74
4.176 0.48149 -4.6337 0.018638 1406.4 820.85
4.8312 0.30206 -1.3102 -0.14893 1897.3 901.29
4.4954 0.36656 -0.85787 -0.26058 1975.3 916.53
8.0414 0.13492 -1.3469 -0.28764 1819.9 997.34
0.63145 0.12098 -3.751 -1.1829 1543.3 763.91
5.1329 0.38042 -4.0108 0.057773 1475.4 863.74
3.5392 0.35593 -1.1003 0.25335 1984.3 985.76
3.895 0.33153 -1.6838 -0.050992 1837.5 881.86
9.6403 0.32611 -1.3207 -0.38399 1991.8 976.28
10.477 0.29882 -2.5889 -0.1961 1756.6 884.4
10.723 0.24535 -0.90835 -0.36156 2008.4 1009.9
3.4548 0.25909 -1.0857 -0.53301 1993.2 965.98
2.7953 0.35229 -0.89088 -0.1229 1937.4 1004.3
1.6576 0.18242 -1.4158 -0.57521 1971.2 956.96
11.834 0.28714 -1.3926 0.089846 1885.9 1007.3
3.2326 0.29596 -2.6004 0.0044789 1736.8 824.78
5.8628 0.30753 -1.8347 -0.16564 1847.5 957.82
7.2109 0.25878 -0.71675 -0.083048 1984.6 923.9
2.8163 0.21463 -0.97011 -0.55168 2053.2 954.05
3.0115 0.14037 -0.048898 0.21758 2058.8 966.43
3.3562 0.16231 -0.35717 0.23881 1999.1 979.66
3.8056 0.24361 0.81445 0.57186 2129.5 1189.9
1.6059 0.38965 -4.8782 -0.43859 1338.2 794.98
1.6887 0.26236 -2.6555 -0.93116 1771.5 829.6
12.695 0.24073 -2.1471 -0.065358 1776.9 960.45
4.6213 0.34473 -0.37539 -0.42696 2010.3 956
4.8538 0.1335 1.4385 0.69025 2146 1097.2
8.246 0.13352 -0.58198 0.036425 1975 1088
2.9472 0.29566 -1.3556 -0.14261 1929.1 973.3
2.3145 0.38351 -4.7429 -0.29502 1351.9 768.75
11.448 0.26443 -2.0812 -0.40285 1508.5 889.38
2.2927 0.31338 -3.608 -0.25856 1519.6 795.42
7.0706 0.20413 -0.78157 0.17462 1975.2 1024.6
3.418 0.27971 -3.9893 0.0087699 1297.6 849
7.7836 0.32462 -1.8247 -1.7643 1604.9 919.58
8.1677 0.12456 0.1095 -0.28228 2086.3 974.05
11.023 0.22138 -2.3966 0.041116 1694.2 962.34
4.595 0.2403 -2.0541 -0.34162 1836.2 858.6
2.0563 0.34674 -2.5235 -0.43718 1761.6 814
2.285 0.19967 -1.9458 0.014008 1810 958.41
4.382 0.33275 -1.1124 -0.54935 1993.6 973.43
3.2718 0.25451 -4.612 -0.13758 1417 821.13
8.5761 0.26233 -0.013488 -0.052796 2030.7 1003.6
9.3299 0.14694 -0.32751 -0.33386 2058.6 1069.5
2.4362 0.28619 -2.2874 -0.10226 1745 901.27
1.7806 0.38839 -4.8638 -0.3079 1309.4 686.24
7.7935 0.25572 -0.67829 -0.030587 1995.1 1028.8
3.172 0.33202 -3.8547 -0.13574 1504.9 855.44
9.6234 0.17758 -1.6886 0.069699 1486.6 916.9
10.417 0.18003 -1.5318 -0.19576 1880.7 884.8
5.3687 0.41684 -3.7751 -0.14138 1504.4 826
3.2009 0.20175 -1.2876 -0.27291 1783.7 865.78
3.032 0.3073 -3.0518 -0.2143 1591.1 869.23
4.1264 0.35559 -3.5944 -0.1679 1579.7 812.45
7.4794 0.11057 0.055714 -0.58209 2083.3 985.46
11.36 0.25935 -1.1373 -0.18607 1924.8 918.64
6.1756 0.24404 -0.88874 0.22943 1923.9 933.31
3.469 0.28063 -0.64571 -0.0015377 1990.8 927.32
7.0794 0.2955 -1.9452 -0.104 1832.6 949.27
12.68 0.19246 -0.33387 0.0082044 2039.5 1084.7
5.5618 0.45599 -1.5703 -0.19153 1895.1 936.51
3.7639 0.17594 -0.4197 0.41738 2006.3 1080.2
2.4454 0.51305 -5.9208 0.33415 1197.8 732.1
4.8358 0.24286 -0.97129 -0.56333 2049.3 939.29
8.3941 0.20598 -0.20406 -0.07631 2050.2 946.33
6.1172 0.29404 -2.8257 0.19853 1680.4 913.74
9.0663 0.19503 -0.091079 -0.049617 2070.6 1077.8
10.401 0.16672 -0.18847 -0.41386 2084.7 1053.4
4.833 0.22668 -0.55514 -0.23149 2026.7 899.46
10.762 0.24661 -0.57486 -1.1002 1848.8 993.12
8.6083 0.1186 2.3111 0.096295 2276.8 1129.3
6.1813 0.213 -0.84214 -0.20332 2003.5 899.53
7.225 0.41499 -3.7879 -0.091483 1544.4 859
2.6042 0.34589 -2.8882 -0.41323 1768.9 810.2
8.0203 0.30059 -1.9393 -0.048643 1813.7 882.52
10.063 0.19479 0.65603 -0.1725 2129.8 1006.3
3.0889 0.33606 -0.80984 -0.75547 1989.2 880.29
2.4596 0.32861 -4.8655 -0.25033 1362.9 786.56
9.2481 0.30328 -2.3686 0.14752 1740.8 948.33
4.9086 0.45428 -3.2898 -0.23942 1379.9 798.54
10.663 0.16819 -2.2086 0.0025886 1784.4 982.09
9.6088 0.29868 -2.4689 0.095117 1734.4 951.74
1.9137 0.27452 -3.67 -0.30757 1546.9 810
4.4891 0.32046 -1.3941 0.27544 1904.8 974.12
9.7913 0.39293 -2.8515 0.26757 1648.1 854.42
10.303 0.20111 0.10646 -0.082688 2072.8 973.53
8.74 0.19683 -0.84 0.32172 1939.8 1041.1
6.5538 0.12002 0.81544 -0.2622 2196 1155
15.083 0.24149 -2.1638 -0.21704 1811.3 943.75
4.2396 0.37499 -2.7932 -0.27733 1696.9 886.57
1.4438 0.50346 -5.7074 -0.21603 1273.1 760.93
5.7133 0.39452 -3.1021 0.015827 1645.1 882.15
6.2388 0.48826 -4.604 -0.058439 1384.3 773.62
2.7194 0.27477 -2.5395 -0.13458 1721.1 886.02
14.301 0.26321 -1.6101 -0.2837 1825.4 890.47
5.2903 0.28807 -1.9284 -0.11439 1837.7 849.73
1.8966 0.3199 -2.2723 -0.31233 1821.7 937.31
9.6023 0.15462 -0.18664 -0.36705 2064.4 1099.1
2.1649 0.23021 -0.71898 -0.085213 2001 1013.8
4.6257 0.25941 -1.4463 0.14777 1865.8 919.78
8.5886 0.40624 -5.5435 -0.11316 1307 736.75
4.9574 0.24467 1.6503 -7.1447 1750.1 937.58
2.3389 0.19951 -0.54055 0.064714 2040.7 1013.9
2.7976 0.44138 -2.1073 0.062976 1805.7 917.58
5.9401 0.92116 -4.4401 -0.56075 1491.2 773
8.4427 0.12204 0.61785 0.015522 2151.9 1163.4
3.0179 0.51304 -1.8848 -0.3698 1857.9 1008.4
1.8342 0.20941 -0.88432 -0.67245 1977.4 876.7
10.034 0.25165 -0.81684 -0.030389 1976.9 1038.9
4.4061 0.22656 -0.25421 -1.8046 1669.8 895
7.6079 0.16079 -0.47041 -0.48506 2065.8 903.65
7.5595 0.10602 0.94594 -0.19382 2160.1 1041.7
4.7518 0.3928 -3.2462 -0.43151 1650.5 809.04
3.7811 0.43012 -1.873 -0.026373 1814.4 904.75
2.9141 0.3362 -2.114 -0.12494 1792.5 859.67
6.9896 6.9896 -2.405 0.03309 1722 980.88
10.235 0.20437 -0.23582 -0.43229 1637.2 1032.2
5.5822 0.24775 -1.6064 -0.53041 1929.6 944.41
9.5204 0.2327 -0.61798 -0.11542 2016.6 1046.6
3.9913 0.38037 -2.1931 -0.68479 1927.3 913.06
2.2798 0.38185 -2.4518 -0.76877 1767 824.97
3.6205 0.42013 -1.9648 -1.9036 1487.2 816.37
13.892 0.20453 -1.3891 -0.30788 1929.7 976.73
1.7996 0.34483 -3.7868 -0.094484 1442.2 785.45
3.0965 0.38827 -4.7765 -0.37024 1367.4 764.38
2.6628 0.28543 -2.8897 -0.35183 1670.2 889.65
7.7259 0.3508 -3.268 0.016816 1575.6 905.19
3.3843 0.52794 -2.5131 0.28083 1399.9 880.35
2.8549 0.60306 -4.9935 -0.65326 1382.9 671.1
3.1129 0.38658 -2.0599 -0.022009 1896.1 913.68
2.7319 0.52416 -4.5199 -0.42301 1417.2 795.57
6.6239 0.49263 -3.603 0.0018242 1552.8 878.2
3.7135 0.27445 -0.64261 -0.13017 2034.2 988.54
7.1381 0.28599 0.28919 0.95436 2007.4 1027.4
9.6405 0.24262 -1.7206 -0.09381 1855.2 973.37
6.1889 0.23318 0.17429 -0.025179 2072.1 994.06
8.2089 0.1258 0.21899 -0.65866 2028.1 978.79
3.8151 0.1437 -0.19445 0.032681 2051.7 1083.8
3.1959 0.33131 -5.608 -0.8737 1295.1 621.18
1.3779 0.17956 0.079445 -5.5412 1617.2 807.99
4.3157 0.35916 -3.7295 0.28899 1434.1 825.71
4.0747 0.39694 -4.0851 -0.48558 1396.4 790.17
4.421 0.24582 -1.2456 -0.29664 1981.9 957.85
3.4349 0.26113 -0.29816 -0.33781 2062.1 927.76
9.7238 0.23798 -1.1427 -0.20982 1949.9 988.88
1.1376 0.2154 -3.9197 -0.45171 1478.7 798.75
6.0307 0.26048 -1.0493 0.084711 1968.3 1009.1
3.8484 0.29228 -0.46662 -0.022349 2020.8 909.12
5.9494 0.3312 -1.9186 -1.243 1725 848.49
1.413 0.22567 -2.6742 -0.58097 1740 831.34
2.1694 0.17068 -1.756 0.15028 1820 953.63
5.1506 0.36452 -2.2022 -0.58498 2010.7 918.73
5.0876 0.39042 -3.912 0.050387 1443.7 811.9
8.3448 0.13418 0.76428 -0.73656 2177.7 1001.8
13.342 0.23684 -2.4596 -0.13065 1749.7 930.56
9.354 0.1457 0.68404 -0.55572 2166.8 995.85
9.275 0.28787 -2.0942 0.0043202 1772.5 955.66
7.2182 0.1292 1.0085 -0.38947 2226.2 1160.3
2.1612 0.27733 -0.86591 -0.94048 2037.3 899.47
13.606 0.24452 -2.7476 0.073558 1690.3 918.22
6.5817 0.20415 -0.0093321 -0.27132 2052.2 975.6
3.2771 0.26422 -2.8252 0.093733 1724.5 884.46
9.1922 0.17963 -0.7684 -0.30884 2010.6 1026
6.373 0.26432 -0.66771 -0.119 2007.5 1032.8
1.8221 0.3178 -5.2861 -0.33555 1325.8 762.68
6.1538 0.54266 -4.4684 -0.41433 1399.4 815.71
6.3499 0.19409 -0.50761 0.22247 1976.1 1064.4
5.7439 0.33199 -2.9922 -0.083897 1651.8 893.73
3.6734 0.42683 -5.1118 -0.30538 1334.8 781.31
6.4801 0.19974 0.095422 -0.29511 2068.7 988.13
8.2771 0.60651 -4.5244 0.098012 1407.3 802.39
5.1702 0.2152 -0.75362 0.037482 1974.8 944.92
1.2719 0.097632 0.21729 -0.60053 2124.6 953.41
13.531 0.27034 -1.1717 -0.15027 1938.5 1013.8
4.4957 0.10394 0.53766 -0.30059 2170.2 1104.9
11 0.2801 -2.7565 0.25564 1649.2 947.64
3.6802 0.28887 -1.2797 -0.15057 1938.9 980.67
6.1249 0.31009 -2.7459 0.28685 1630.6 889.19
5.9616 0.23671 -0.4172 -0.14421 2036.9 1036.5
1.6186 0.45925 3.9943 -16.557 1493.9 762.53
14.009 0.20721 -1.446 -0.11296 1896.3 1003
3.971 0.32951 -2.4794 -0.30678 1767.5 829.62
6.4238 0.2777 -2.9595 -0.39046 1695.4 877.54
8.9322 0.13526 0.5962 -1.4856 1581 967.89
7.6299 0.3005 -3.0526 0.022249 1625.2 908.32
3.8507 0.28404 -1.0028 -1.0135 1670.9 873.72
9.195 0.16957 0.01344 -0.29788 2088 1085
2.114 0.17062 2.6054 -1.1271 2435.9 1004.7
8.2516 0.3021 -1.4988 0.0082679 1881.9 903.39
8.192 0.2396 -1.3204 -0.41965 1933.1 881.54
4.2232 0.26385 -1.1979 0.022834 1876.4 943.17
3.0671 0.37799 -5.366 -0.37507 1372.5 682.43
0.92837 0.081506 0.81026 -0.16995 2166.4 1011.8
5.0889 0.30947 -1.8952 -0.82614 1880.8 867.08
7.2524 0.22072 -1.479 -0.07993 1896.5 991.32
11.38 0.32644 -3.0205 0.099093 1605.8 839.59
4.9846 0.20186 -0.70627 -0.33002 2023 889.16
11.591 0.18197 -0.77821 -0.30854 2012.7 1016.3
6.0784 0.2297 -1.2873 -0.3798 1782.6 872.66
9.5612 0.15804 -0.034911 -0.95493 2184.3 1116
3.9504 0.24568 -0.74544 -0.083732 2002.4 912.88
11.593 0.28221 -2.5724 -0.018556 1686.8 872.77
6.3494 0.21479 -0.71028 0.19792 1950.7 960.02
2.5122 0.28295 -2.0335 -0.31787 1597.4 858.27
4.2638 0.36338 -2.2031 -1.3738 1429.2 889.32
3.7892 0.18645 0.76037 0.22933 2110.7 1017.9
4.4798 0.48815 -3.3591 -0.16253 1597.6 802.06
1.6425 0.2226 -1.2316 -1.2319 1795.3 840.96
11.692 0.24042 -0.8055 -0.093777 1968.7 935.25
1.3011 0.29572 -4.6651 -0.56643 1355.7 745.69
10.892 0.23043 -0.57121 -0.14405 1996.1 932.06
4.0733 0.3587 -3.4656 0.10533 1578 868.9
7.1794 0.28543 -2.8892 -0.18525 1686.3 874.78
3.8272 0.26943 -2.3492 0.12984 1742.8 854.55
11.048 0.15023 -2.0374 0.21423 1755.5 998.12
10.404 0.21442 -2.7012 0.1713 1649.9 951.19
8.9821 0.25547 -2.7392 0.037537 1687.9 918.6
9.7249 0.3868 -3.7952 -0.25043 1553.5 857.4
3.4156 0.26042 -1.2976 0.20991 1896.4 906.31
3.808 0.36078 -3.3429 -0.087537 1618.9 866.37
7.1732 0.1147 0.91049 0.075928 2158.2 1185.7
3.7926 0.36753 -1.8333 -0.58061 1901.8 924.45
10.409 0.24957 -1.0657 -0.06639 1951.3 908.21
1.8747 0.34175 -4.9256 -0.21813 1319.7 735.01
5.8408 0.33519 -1.2929 -0.30911 1955.1 964.94
7.1441 0.3142 -2.5565 -0.066702 1746.4 903.86
8.2599 0.1136 1.1529 -0.31057 2227.2 1193.2
2.0866 0.22476 -2.1825 -0.11212 1868.5 798.47
2.9959 0.4587 -2.4485 -0.39349 1737.6 807.04
2.7729 0.65328 -4.4755 -0.61638 1263.7 814.16
6.6908 0.35724 -1.8423 -0.23985 1862.7 855.62
2.8076 0.35191 -2.8623 -0.099701 1661.1 791.86
9.3406 0.38939 -1.2226 0.020892 1926.6 999.55
4.7541 0.16568 -1.3897 0.077994 1886.4 1017.1
7.6993 0.20913 -0.6483 -0.011498 2000 1037.2
6.0918 0.42237 -3.4474 0.43877 1498.8 866.1
11.491 0.17025 -0.75358 -0.12239 1992.7 1025.4
2.7741 0.22507 0.008234 -0.73844 2158.6 1025.5
6.0562 0.10268 1.5498 -0.66204 2266.3 1199.6
4.5091 0.37579 -5.2968 -0.22052 1298.5 761.74
9.4993 0.16823 -3.3866 0.042043 1560 813.69
3.9496 0.3797 -3.2403 0.01437 1614 822.15
4.079 0.33315 -2.5458 -0.080222 1776.4 913.41
12.452 0.185 -0.01067 -0.054787 2069.4 1103.8
4.4964 0.63499 -4.8527 -0.30127 1392.7 767.28
8.5005 0.14867 0.80574 -0.28555 2173.7 1140.9
8.2803 0.27008 -1.6552 -0.2921 1910.5 949.84
5.6304 0.28532 -1.3949 -0.20347 1912.9 912.15
7.2999 0.12829 0.21667 0.032214 2067.1 1010.3
11.309 0.17499 -0.61647 -0.27617 1995.4 949.7
10.503 0.2341 -0.56425 -0.42947 2062.1 1020.9
6.8951 0.34412 -4.8763 -0.1992 1360.9 799.04
11.023 0.24432 -2.0318 -0.31092 1805.4 883.94
9.284 0.21747 -0.03214 -0.2352 2057.9 976.68
4.4707 0.25255 -1.024 -0.65471 1982.5 895.77
3.5436 0.10091 -0.55542 -0.36497 2012.2 950.47
5.8878 0.39557 -2.4375 -0.36547 1780.1 918.3
1.9108 0.29268 -2.6728 0.069173 1727.2 944.08
1.5534 0.1679 -2.797 -0.088 1750 790.42
2.1478 0.20411 -3.4311 0.23981 1371.3 853.95
8.3837 0.26798 -1.1948 0.0481 1885.1 938.99
0.79114 0.17037 -3.5539 -1.1443 1596.4 755.76
3.4451 0.19102 -0.30053 -0.11259 2047.1 930.39
8.1715 0.25989 -1.4084 -0.20544 1742.9 892.99
5.5237 0.57361 -3.1441 -0.023491 1609.3 818.16
11.937 0.15048 -0.46075 -0.22049 1984.7 1069
2.9302 0.32826 -2.4299 0.41429 1814.9 936.99
2.8132 0.19393 -0.47908 0.28732 2004.3 1080.6
2.5897 0.32275 -0.61782 -1.8014 1581.9 891.8
4.948 0.22976 -0.5908 -0.23466 2025.8 930.49
10.029 0.23496 0.14136 -0.11202 2088.9 1095.5
7.6843 0.17009 -0.71922 -0.27393 2024.7 1012.3
8.0896 0.13488 -0.74325 -0.60716 2006.6 924.05
10.412 0.16847 -1.5469 0.28186 1824.2 1039.2
4.0187 0.32185 -1.222 -0.30979 1902.5 979.52
7.922 0.13588 -0.088284 -0.68391 2048.7 1089
4.146 0.21021 -2.3252 -0.014396 1740.8 863.95
3.2751 0.37271 -0.83905 -0.18636 1993.2 861.07
1.072 0.14065 -0.0042359 -0.53387 2116.5 960
5.2113 0.33404 -2.8324 0.075948 1620.8 887.01
9.1237 0.30851 -2.2785 0.060322 1765.9 857.96
7.082 0.2362 -1.3449 -0.16067 1902.2 912.53
6.9778 0.25595 -1.9969 -0.14466 1789.1 885.31
7.9187 0.41138 -2.0647 -0.55485 1585.3 836.63
2.851 0.59832 -5.3118 0.049577 1350.5 819.17
7.6168 0.39601 -3.0796 0.14183 1617.4 831.91
2.0825 0.20982 -2.134 -0.17329 1771.4 842.29
1.9505 0.2724 -4.6536 -0.28047 1394.7 801
9.0132 0.23472 -0.87861 -0.038057 1986 1027.8
2.2008 0.48261 -3.8948 0.30607 1525.5 864.31
5.344 0.1756 -0.32936 0.17015 1998.9 954.95
3.8973 0.63747 -2.5814 -0.20552 1686.2 829.48
3.3439 0.31308 -4.7793 -0.48193 1420.4 755.26
10.251 0.22239 -1.5465 -0.11523 1887.4 985.59
2.9965 0.18519 -1.8646 -0.21762 1683.5 877.37
9.2589 0.28956 -3.2537 0.10095 1497.6 836.94
8.1356 0.15181 -0.075498 -0.41235 2099.3 1069.6
6.1403 0.2309 0.58102 -0.3597 2151.6 982.63
2.4105 0.24731 -1.3407 -0.37094 1790.3 882.93
1.8162 0.17834 -0.54638 -2.4719 1442.9 880.93
1.1623 0.31623 -4.716 -0.048555 1364.1 826.81
4.3865 0.28864 -4.7181 -0.011634 1393.3 809.72
4.6163 0.38425 -2.3508 -0.18472 1745.9 915.59
1.046 0.21223 -3.7764 -0.26171 1503.8 836.01
4.0799 0.38659 -3.6435 -0.35763 1560.1 808.99
8.95 0.13318 0.10159 -0.31174 2092.2 1110.1
8.5287 0.14902 -0.0014642 -0.30319 2080 1098.5
10.448 0.19772 -0.25624 -0.3181 2070.1 940.39
8.5362 0.25277 -2.2248 -0.13257 1786.3 943.81
10.731 0.26196 -1.5797 -0.37867 1916 960.64
2.2826 0.12677 0.4626 0.23531 2098.4 956.27
0.7314 0.12983 -2.3992 -0.82556 1362.2 850.94
8.9751 0.30486 -1.494 -0.45958 1974.5 965.78
8.044 0.11857 0.93084 -0.11201 2139.2 1025.2
4.5638 0.38167 -1.298 -0.42513 2027.3 971.46
11.224 0.28261 -1.1281 -0.092298 1936.3 1016.9
9.1811 0.13665 -0.11416 -0.54015 1991.3 975.14
7.6889 0.35303 -3.3703 0.21347 1555.5 847.66
12.566 0.18404 0.3139 -0.44922 2088.7 993.18
8.2661 0.25077 -1.2293 -0.22423 1945.5 983.26
7.5539 0.2756 -2.4177 0.10235 1737.2 869.24
5.2939 0.34559 -3.5333 0.10726 1555.6 842.85
2.3689 0.26475 -1.4527 0.03929 1878.6 1009.2
